Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),mean_tries,success_rate,hard_mode_pct,year,month,day,weekday,word_len
2022-07-24,400.0,power,39813.0,3401.0,0.02,0.06,0.19,0.29,0.24,0.15,0.04,4.292929292929292,0.9500000000000001,0.0854243588777535,2022,7,24,6,5
2022-07-23,399.0,midge,36769.0,3111.0,0.0,0.02,0.18,0.39,0.28,0.1,0.02,4.3232323232323235,0.97,0.08460931763170061,2022,7,23,5,5
2022-07-22,398.0,tryst,43099.0,3665.0,0.0,0.03,0.26,0.41,0.23,0.06,0.01,4.06,0.99,0.08503677579526207,2022,7,22,4,5
2022-07-21,397.0,aphid,39086.0,3367.0,0.0,0.06,0.24,0.36,0.23,0.09,0.02,4.11,0.9799999999999999,0.08614337614491122,2022,7,21,3,5
2022-07-20,396.0,trite,42237.0,3685.0,0.0,0.04,0.14,0.22,0.22,0.23,0.15,4.91,0.85,0.08724577976655538,2022,7,20,2,5
2022-07-19,395.0,angry,39667.0,3358.0,0.0,0.05,0.27,0.38,0.21,0.07,0.01,4.01010101010101,0.98,0.08465475080041344,2022,7,19,1,5
2022-07-18,394.0,flock,42574.0,3548.0,0.0,0.04,0.22,0.37,0.27,0.09,0.01,4.18,0.99,0.0833372480856861,2022,7,18,0,5
2022-07-17,393.0,wacky,39611.0,3345.0,0.0,0.03,0.18,0.39,0.27,0.1,0.02,4.292929292929293,0.97,0.08444623968089672,2022,7,17,6,5
2022-07-16,392.0,roomy,38769.0,3280.0,0.0,0.02,0.17,0.41,0.28,0.1,0.02,4.329999999999999,0.98,0.0846036781964972,2022,7,16,5,5
2022-07-15,391.0,wedge,39234.0,3353.0,0.0,0.02,0.11,0.32,0.37,0.17,0.02,4.6138613861386135,0.9900000000000001,0.08546158943773258,2022,7,15,4,5
2022-07-14,390.0,liver,40549.0,3388.0,0.0,0.04,0.16,0.26,0.25,0.2,0.08,4.656565656565658,0.9099999999999999,0.08355323189227848,2022,7,14,3,5
2022-07-13,389.0,bland,46246.0,3727.0,0.0,0.07,0.31,0.38,0.18,0.04,0.0,3.8061224489795915,0.98,0.08059075379492281,2022,7,13,2,5
2022-07-12,388.0,night,46910.0,3870.0,0.01,0.08,0.27,0.27,0.17,0.13,0.07,4.180000000000001,0.93,0.08249840119377531,2022,7,12,1,5
2022-07-11,387.0,madam,40545.0,3430.0,0.0,0.03,0.13,0.35,0.34,0.14,0.02,4.485148514851485,0.9900000000000001,0.0845973609569614,2022,7,11,0,5
2022-07-10,386.0,berth,41785.0,3494.0,0.0,0.07,0.24,0.35,0.24,0.09,0.01,4.070000000000001,0.9899999999999999,0.08361852339356228,2022,7,10,6,5
2022-07-09,385.0,stead,47094.0,3933.0,0.01,0.06,0.2,0.27,0.28,0.16,0.03,4.336633663366337,0.9800000000000001,0.0835138234169958,2022,7,9,5,5
2022-07-08,384.0,voice,42806.0,3484.0,0.01,0.05,0.24,0.35,0.25,0.09,0.01,4.090000000000001,0.9899999999999999,0.08139045928140914,2022,7,8,4,5
2022-07-07,383.0,agape,43407.0,3671.0,0.0,0.02,0.18,0.36,0.27,0.15,0.03,4.435643564356435,0.98,0.08457161287349967,2022,7,7,3,5
2022-07-06,382.0,fluff,47344.0,4049.0,0.0,0.0,0.04,0.25,0.44,0.23,0.04,4.98,0.96,0.08552298073673538,2022,7,6,2,5
2022-07-05,381.0,field,44578.0,3604.0,0.01,0.06,0.25,0.36,0.23,0.09,0.01,4.0396039603960405,0.9999999999999999,0.08084705460092423,2022,7,5,1,5
2022-07-04,380.0,sever,42645.0,3591.0,0.0,0.02,0.13,0.27,0.29,0.21,0.07,4.757575757575758,0.9199999999999999,0.08420682377769961,2022,7,4,0,5
2022-07-03,379.0,lilac,40486.0,3461.0,0.0,0.02,0.17,0.38,0.29,0.12,0.01,4.353535353535354,0.9800000000000001,0.08548634095736798,2022,7,3,6,5
2022-07-02,378.0,egret,41765.0,3515.0,0.0,0.03,0.14,0.33,0.33,0.15,0.02,4.489999999999999,0.9800000000000001,0.08416137914521729,2022,7,2,5,5
2022-07-01,377.0,pinto,47248.0,3792.0,0.0,0.05,0.25,0.41,0.22,0.06,0.01,4.02,0.99,0.08025736539112767,2022,7,1,4,5
2022-06-30,376.0,hutch,44212.0,3758.0,0.0,0.01,0.12,0.28,0.28,0.21,0.09,4.838383838383838,0.9,0.08499954763412648,2022,6,30,3,5
2022-06-29,375.0,gawky,45645.0,3957.0,0.0,0.01,0.05,0.22,0.33,0.28,0.1,5.1313131313131315,0.8900000000000001,0.08669076569175156,2022,6,29,2,5
2022-06-28,374.0,droll,47312.0,3844.0,0.0,0.02,0.16,0.31,0.31,0.17,0.03,4.54,0.9700000000000001,0.08124788637132228,2022,6,28,1,5
2022-06-27,373.0,retro,47986.0,3848.0,0.0,0.06,0.24,0.35,0.24,0.09,0.01,4.090909090909091,0.9799999999999999,0.08019005543283457,2022,6,27,0,5
2022-06-26,372.0,rusty,50450.0,3954.0,0.0,0.09,0.37,0.34,0.13,0.05,0.01,3.7070707070707063,0.9800000000000001,0.07837462834489593,2022,6,26,6,5
2022-06-25,371.0,beady,46089.0,3670.0,0.0,0.03,0.19,0.39,0.29,0.1,0.01,4.2673267326732685,0.9999999999999999,0.07962854477207143,2022,6,25,5,5
2022-06-24,370.0,smite,50617.0,3991.0,0.0,0.06,0.23,0.35,0.24,0.11,0.02,4.1683168316831685,0.99,0.07884702767844795,2022,6,24,4,5
2022-06-23,369.0,brink,53111.0,4118.0,0.0,0.04,0.22,0.41,0.24,0.07,0.01,4.111111111111112,0.98,0.0775357270621905,2022,6,23,3,5
2022-06-22,368.0,awful,47645.0,3861.0,0.0,0.05,0.21,0.33,0.27,0.12,0.02,4.26,0.9800000000000001,0.0810368349249659,2022,6,22,2,5
2022-06-21,367.0,gloat,53342.0,4194.0,0.0,0.08,0.21,0.31,0.26,0.12,0.02,4.1899999999999995,0.98,0.0786247234824341,2022,6,21,1,5
2022-06-20,366.0,input,50484.0,3950.0,0.0,0.05,0.3,0.38,0.21,0.06,0.01,3.9603960396039604,1.0,0.07824261152048173,2022,6,20,0,5
2022-06-19,365.0,loser,55359.0,4399.0,0.01,0.1,0.28,0.32,0.19,0.08,0.02,3.900000000000001,0.9799999999999999,0.07946314059141242,2022,6,19,6,5
2022-06-18,364.0,cacao,47205.0,4101.0,0.0,0.01,0.09,0.27,0.36,0.23,0.04,4.83,0.96,0.08687639021290118,2022,6,18,5,5
2022-06-17,363.0,blown,54665.0,4251.0,0.0,0.06,0.23,0.35,0.26,0.1,0.01,4.138613861386139,1.0,0.07776456599286563,2022,6,17,4,5
2022-06-16,362.0,apron,53430.0,4112.0,0.0,0.07,0.3,0.38,0.19,0.05,0.01,3.8799999999999994,0.99,0.0769605090772974,2022,6,16,3,5
2022-06-15,361.0,primo,55989.0,4391.0,0.0,0.03,0.22,0.38,0.25,0.1,0.02,4.2299999999999995,0.98,0.07842611941631392,2022,6,15,2,5
2022-06-14,360.0,atone,59968.0,4762.0,0.02,0.16,0.34,0.29,0.14,0.04,0.01,3.53,0.9900000000000001,0.0794090181430096,2022,6,14,1,5
2022-06-13,359.0,donor,53802.0,4142.0,0.0,0.03,0.27,0.38,0.23,0.07,0.01,4.070707070707071,0.98,0.07698598565109104,2022,6,13,0,5
2022-06-12,358.0,float,56684.0,4323.0,0.01,0.12,0.3,0.32,0.18,0.06,0.01,3.7599999999999993,0.99,0.07626490720485499,2022,6,12,6,5
2022-06-11,357.0,goose,51958.0,4087.0,0.0,0.02,0.12,0.28,0.32,0.21,0.05,4.7299999999999995,0.95,0.0786596866700027,2022,6,11,5,5
2022-06-10,356.0,piety,55376.0,4324.0,0.0,0.04,0.25,0.41,0.22,0.07,0.01,4.06,0.99,0.07808436867957237,2022,6,10,4,5
2022-06-09,355.0,girth,60020.0,4665.0,0.0,0.06,0.23,0.33,0.23,0.12,0.03,4.21,0.9700000000000001,0.07772409196934356,2022,6,9,3,5
2022-06-08,354.0,trait,61026.0,4607.0,0.0,0.06,0.22,0.35,0.24,0.11,0.02,4.18,0.98,0.07549241306983909,2022,6,8,2,5
2022-06-07,353.0,flood,58991.0,4440.0,0.0,0.03,0.2,0.4,0.28,0.08,0.01,4.210000000000001,0.99,0.07526571849943212,2022,6,7,1,5
2022-06-06,352.0,gloom,58478.0,4548.0,0.0,0.02,0.14,0.35,0.35,0.13,0.01,4.46,0.99,0.07777283764834639,2022,6,6,0,5
2022-06-05,351.0,depth,56738.0,4329.0,0.0,0.06,0.28,0.39,0.2,0.06,0.01,3.9499999999999997,0.99,0.07629807183897917,2022,6,5,6,5
2022-06-04,350.0,froth,58263.0,4432.0,0.0,0.05,0.22,0.35,0.25,0.11,0.01,4.1818181818181825,0.98,0.07606886016854608,2022,6,4,5,5
2022-06-03,349.0,peach,65431.0,4957.0,0.01,0.13,0.38,0.32,0.13,0.03,0.0,3.5200000000000005,1.0,0.0757591967110391,2022,6,3,4,5
2022-06-02,348.0,showy,61278.0,4770.0,0.0,0.02,0.16,0.37,0.3,0.13,0.02,4.42,0.9800000000000001,0.07784196612160971,2022,6,2,3,5
2022-06-01,347.0,creak,63241.0,4797.0,0.0,0.05,0.21,0.32,0.25,0.14,0.03,4.31,0.9700000000000001,0.07585269050141522,2022,6,1,2,5
2022-05-31,346.0,manor,62768.0,4802.0,0.0,0.06,0.27,0.34,0.21,0.1,0.02,4.08,0.98,0.07650395105786388,2022,5,31,1,5
2022-05-30,345.0,atoll,60969.0,4741.0,0.0,0.06,0.28,0.36,0.21,0.08,0.01,4.000000000000001,0.9899999999999999,0.07776082927389329,2022,5,30,0,5
2022-05-29,344.0,bayou,56839.0,4435.0,0.0,0.06,0.17,0.33,0.29,0.13,0.02,4.32,0.9800000000000001,0.07802741075669875,2022,5,29,6,5
2022-05-28,343.0,crept,60069.0,4562.0,0.0,0.04,0.27,0.38,0.22,0.07,0.01,4.040404040404041,0.98,0.07594599543857897,2022,5,28,5,5
2022-05-27,342.0,tiara,63846.0,4842.0,0.0,0.08,0.36,0.33,0.17,0.06,0.01,3.801980198019802,1.0,0.07583873696081195,2022,5,27,4,5
2022-05-26,341.0,asset,63188.0,4733.0,0.0,0.07,0.28,0.34,0.21,0.08,0.01,3.97979797979798,0.98,0.07490346268278787,2022,5,26,3,5
2022-05-25,340.0,vouch,62723.0,4835.0,0.0,0.02,0.09,0.25,0.33,0.24,0.06,4.868686868686869,0.9299999999999999,0.07708496085965276,2022,5,25,2,5
2022-05-24,339.0,album,63380.0,4809.0,0.0,0.05,0.26,0.35,0.24,0.09,0.01,4.090000000000001,0.9899999999999999,0.07587567055853582,2022,5,24,1,5
2022-05-23,338.0,hinge,66431.0,4906.0,0.0,0.05,0.25,0.37,0.22,0.09,0.02,4.110000000000001,0.9799999999999999,0.0738510635095061,2022,5,23,0,5
2022-05-22,337.0,money,67909.0,4928.0,0.01,0.07,0.26,0.36,0.21,0.08,0.01,3.97,0.9899999999999999,0.07256770089384323,2022,5,22,6,5
2022-05-21,336.0,scrap,66814.0,4973.0,0.01,0.09,0.28,0.34,0.2,0.08,0.01,3.900990099009902,0.9999999999999999,0.07443050857604694,2022,5,21,5,5
2022-05-20,335.0,gamer,69884.0,5238.0,0.01,0.04,0.17,0.28,0.26,0.18,0.06,4.5200000000000005,0.94,0.07495277889073322,2022,5,20,4,5
2022-05-19,334.0,glass,70920.0,5162.0,0.0,0.04,0.19,0.33,0.27,0.14,0.03,4.37,0.9700000000000001,0.07278623801466441,2022,5,19,3,5
2022-05-18,333.0,scour,73933.0,5544.0,0.0,0.08,0.34,0.35,0.17,0.05,0.01,3.8000000000000003,0.9900000000000001,0.07498681238418568,2022,5,18,2,5
2022-05-17,332.0,being,70722.0,5142.0,0.0,0.04,0.22,0.37,0.26,0.1,0.01,4.1899999999999995,0.99,0.07270721981844405,2022,5,17,1,5
2022-05-16,331.0,delve,68349.0,5179.0,0.0,0.02,0.14,0.32,0.33,0.16,0.02,4.535353535353535,0.9700000000000001,0.07577287158553893,2022,5,16,0,5
2022-05-15,330.0,yield,67115.0,4963.0,0.0,0.04,0.16,0.29,0.29,0.18,0.04,4.53,0.96,0.07394770170602696,2022,5,15,6,5
2022-05-14,329.0,metal,73225.0,5290.0,0.01,0.1,0.31,0.34,0.18,0.07,0.01,3.813725490196078,1.01,0.07224308637760328,2022,5,14,5,5
2022-05-13,328.0,tipsy,77585.0,5522.0,0.0,0.06,0.33,0.38,0.17,0.05,0.01,3.85,0.9900000000000001,0.07117355158858027,2022,5,13,4,5
2022-05-12,327.0,slung,75673.0,5419.0,0.0,0.02,0.16,0.37,0.31,0.13,0.02,4.425742574257425,0.9900000000000001,0.0716107462370991,2022,5,12,3,5
2022-05-11,326.0,farce,79446.0,5688.0,0.0,0.09,0.26,0.32,0.21,0.09,0.01,3.9795918367346945,0.9699999999999999,0.07159580092138056,2022,5,11,2,5
2022-05-10,325.0,gecko,74412.0,5489.0,0.0,0.02,0.16,0.38,0.29,0.12,0.02,4.393939393939393,0.9700000000000001,0.07376498414234263,2022,5,10,1,5
2022-05-09,324.0,shine,88932.0,6146.0,0.01,0.14,0.32,0.3,0.17,0.06,0.01,3.6930693069306932,1.0,0.06910898214366032,2022,5,9,0,5
2022-05-08,323.0,canny,72518.0,5256.0,0.0,0.02,0.1,0.3,0.34,0.2,0.04,4.720000000000001,0.96,0.07247855704790535,2022,5,8,6,5
2022-05-07,322.0,midst,74458.0,5233.0,0.0,0.03,0.25,0.39,0.24,0.09,0.01,4.138613861386139,1.0,0.07028123237261275,2022,5,7,5,5
2022-05-06,321.0,badge,76292.0,5482.0,0.0,0.04,0.2,0.35,0.26,0.12,0.02,4.282828282828282,0.97,0.07185550254286163,2022,5,6,4,5
2022-05-05,320.0,homer,85979.0,6313.0,0.0,0.03,0.16,0.26,0.24,0.19,0.12,4.760000000000002,0.8799999999999999,0.07342490608171763,2022,5,5,3,5
2022-05-04,319.0,train,107750.0,7243.0,0.06,0.26,0.32,0.22,0.1,0.03,0.0,3.1313131313131315,0.99,0.06722041763341068,2022,5,4,2,5
2022-05-03,318.0,hairy,85817.0,5941.0,0.01,0.08,0.24,0.33,0.23,0.1,0.01,4.030000000000001,0.9899999999999999,0.06922870759872753,2022,5,3,1,5
2022-05-02,317.0,story,95643.0,6530.0,0.01,0.1,0.23,0.29,0.24,0.11,0.02,4.06,0.98,0.06827472998546678,2022,5,2,0,5
2022-05-01,316.0,forgo,77658.0,5699.0,0.0,0.01,0.09,0.26,0.37,0.23,0.03,4.818181818181818,0.96,0.07338587138478972,2022,5,1,6,5
2022-04-30,315.0,larva,77991.0,5749.0,0.0,0.02,0.1,0.25,0.35,0.23,0.04,4.7979797979797985,0.95,0.07371363362439255,2022,4,30,5,5
2022-04-29,314.0,tash,106652.0,7001.0,0.02,0.19,0.34,0.27,0.13,0.04,0.01,3.4599999999999995,0.9900000000000001,0.06564340096763305,2022,4,29,4,4
2022-04-28,313.0,zesty,88974.0,6315.0,0.0,0.02,0.12,0.27,0.3,0.22,0.07,4.79,0.9299999999999999,0.07097579068042349,2022,4,28,3,5
2022-04-27,312.0,shown,98967.0,6564.0,0.0,0.06,0.26,0.36,0.22,0.08,0.01,4.03030303030303,0.9799999999999999,0.06632513868259117,2022,4,27,2,5
2022-04-26,311.0,heist,103153.0,6830.0,0.01,0.13,0.32,0.31,0.16,0.06,0.01,3.6999999999999993,0.99,0.0662123253807451,2022,4,26,1,5
2022-04-25,310.0,askew,91548.0,6549.0,0.0,0.03,0.13,0.29,0.32,0.19,0.04,4.63,0.96,0.07153624328221261,2022,4,25,0,5
2022-04-24,309.0,inert,97452.0,6743.0,0.0,0.07,0.27,0.34,0.22,0.09,0.01,4.0200000000000005,0.99,0.06919303862414317,2022,4,24,6,5
2022-04-23,308.0,olive,95562.0,6482.0,0.01,0.06,0.25,0.34,0.23,0.1,0.01,4.0600000000000005,0.99,0.06783030911868734,2022,4,23,5,5
2022-04-22,307.0,plant,119232.0,7731.0,0.02,0.19,0.39,0.28,0.1,0.03,0.0,3.3366336633663365,1.01,0.06483997584541062,2022,4,22,4,5
2022-04-21,306.0,oxide,97955.0,6960.0,0.0,0.02,0.11,0.3,0.33,0.21,0.04,4.712871287128713,0.97,0.07105303455668419,2022,4,21,3,5
2022-04-20,305.0,cargo,102007.0,6796.0,0.0,0.05,0.2,0.34,0.27,0.12,0.02,4.27,0.9800000000000001,0.06662287882204163,2022,4,20,2,5
2022-04-19,304.0,foyer,108899.0,8198.0,0.0,0.02,0.1,0.19,0.19,0.23,0.26,5.303030303030303,0.73,0.07528076474531446,2022,4,19,1,5
2022-04-18,303.0,flair,112383.0,7341.0,0.01,0.08,0.3,0.36,0.18,0.06,0.01,3.8399999999999994,0.99,0.06532126745148288,2022,4,18,0,5
2022-04-17,302.0,ample,106681.0,7008.0,0.0,0.04,0.2,0.35,0.27,0.11,0.02,4.2727272727272725,0.97,0.0656911727486619,2022,4,17,6,5
2022-04-16,301.0,cheek,107987.0,7035.0,0.0,0.03,0.19,0.4,0.28,0.09,0.01,4.240000000000001,0.99,0.06514673062498264,2022,4,16,5,5
2022-04-15,300.0,shame,129991.0,8522.0,0.01,0.11,0.22,0.25,0.21,0.15,0.05,4.19,0.95,0.06555838481125617,2022,4,15,4,5
2022-04-14,299.0,mince,113448.0,7356.0,0.0,0.06,0.24,0.35,0.24,0.1,0.01,4.11,0.9899999999999999,0.06484027924687963,2022,4,14,3,5
2022-04-13,298.0,chunk,123255.0,7835.0,0.01,0.04,0.29,0.42,0.18,0.05,0.01,3.9099999999999997,0.99,0.06356740091679851,2022,4,13,2,5
2022-04-12,297.0,royal,114907.0,7275.0,0.01,0.05,0.24,0.36,0.23,0.09,0.01,4.070707070707072,0.9799999999999999,0.06331206976076305,2022,4,12,1,5
2022-04-11,296.0,squad,109828.0,7236.0,0.0,0.03,0.2,0.33,0.27,0.14,0.02,4.353535353535353,0.9700000000000001,0.06588483811050005,2022,4,11,0,5
2022-04-10,295.0,black,126241.0,7894.0,0.01,0.1,0.31,0.34,0.18,0.06,0.01,3.792079207920792,1.0,0.06253119034228183,2022,4,10,6,5
2022-04-09,294.0,stair,134210.0,8537.0,0.02,0.21,0.36,0.26,0.11,0.04,0.01,3.3861386138613865,1.0,0.06360926905595708,2022,4,9,5,5
2022-04-08,293.0,scare,141158.0,9010.0,0.01,0.12,0.23,0.26,0.21,0.13,0.04,4.090000000000001,0.96,0.06382918431828165,2022,4,8,4,5
2022-04-07,292.0,foray,117761.0,7575.0,0.0,0.02,0.14,0.31,0.31,0.19,0.04,4.623762376237624,0.97,0.06432520104279006,2022,4,7,3,5
2022-04-06,291.0,comma,117856.0,7560.0,0.0,0.02,0.13,0.33,0.33,0.17,0.03,4.584158415841584,0.9800000000000001,0.0641460765680152,2022,4,6,2,5
2022-04-05,290.0,natal,121356.0,7702.0,0.0,0.02,0.14,0.32,0.32,0.17,0.03,4.569999999999999,0.9700000000000001,0.06346616566135997,2022,4,5,1,5
2022-04-04,289.0,shawl,129651.0,7943.0,0.0,0.03,0.16,0.31,0.3,0.16,0.03,4.494949494949495,0.9600000000000001,0.06126447154283422,2022,4,4,0,5
2022-04-03,288.0,fewer,124532.0,7931.0,0.0,0.02,0.1,0.24,0.32,0.26,0.06,4.880000000000001,0.94,0.063686442038994,2022,4,3,6,5
2022-04-02,287.0,trope,155079.0,9315.0,0.01,0.16,0.33,0.28,0.15,0.06,0.01,3.62,0.99,0.060066159828216587,2022,4,2,5,5
2022-04-01,286.0,snout,144648.0,8913.0,0.01,0.04,0.19,0.27,0.26,0.18,0.05,4.47,0.95,0.061618549858967975,2022,4,1,4,5
2022-03-31,285.0,lowly,135219.0,8469.0,0.0,0.02,0.09,0.26,0.32,0.24,0.08,4.900990099009902,0.9299999999999999,0.06263173074789785,2022,3,31,3,5
2022-03-30,284.0,stove,158139.0,9318.0,0.0,0.05,0.16,0.24,0.27,0.21,0.06,4.616161616161617,0.9299999999999999,0.05892284635668621,2022,3,30,2,5
2022-03-29,283.0,shall,149070.0,8494.0,0.0,0.03,0.17,0.3,0.28,0.17,0.04,4.515151515151515,0.9500000000000001,0.05697994230898236,2022,3,29,1,5
2022-03-28,282.0,found,173696.0,10613.0,0.01,0.06,0.17,0.22,0.2,0.21,0.14,4.712871287128714,0.8699999999999999,0.06110100405305822,2022,3,28,0,5
2022-03-27,281.0,nymph,165468.0,9935.0,0.01,0.02,0.18,0.44,0.26,0.26,0.09,4.634920634920635,1.17,0.0600418207750139,2022,3,27,6,5
2022-03-26,280.0,epoxy,149507.0,9376.0,0.0,0.02,0.13,0.31,0.33,0.18,0.03,4.61,0.97,0.06271278267907188,2022,3,26,5,5
2022-03-25,279.0,depot,150197.0,8562.0,0.0,0.05,0.29,0.36,0.2,0.07,0.01,3.979591836734693,0.97,0.05700513325832074,2022,3,25,4,5
2022-03-24,278.0,chest,169066.0,9318.0,0.01,0.14,0.35,0.31,0.14,0.05,0.01,3.613861386138614,1.0,0.05511457064105142,2022,3,24,3,5
2022-03-23,277.0,purge,156785.0,8555.0,0.01,0.04,0.22,0.35,0.26,0.11,0.02,4.207920792079208,0.99,0.054565168861817136,2022,3,23,2,5
2022-03-22,276.0,slosh,160161.0,8807.0,0.0,0.02,0.19,0.36,0.27,0.13,0.02,4.363636363636363,0.97,0.05498841790448361,2022,3,22,1,5
2022-03-21,275.0,their,173636.0,9200.0,0.02,0.14,0.36,0.3,0.13,0.04,0.0,3.5050505050505043,0.9900000000000001,0.052984404155820224,2022,3,21,0,5
2022-03-20,274.0,renew,154987.0,8417.0,0.0,0.04,0.2,0.33,0.27,0.13,0.02,4.313131313131312,0.9700000000000001,0.05430778065257086,2022,3,20,6,5
2022-03-19,273.0,allow,156311.0,8515.0,0.0,0.05,0.21,0.32,0.26,0.14,0.03,4.316831683168316,0.9800000000000001,0.05447473306421173,2022,3,19,5,5
2022-03-18,272.0,saute,179830.0,9304.0,0.01,0.08,0.31,0.34,0.19,0.06,0.01,3.84,0.99,0.051737752321637104,2022,3,18,4,5
2022-03-17,271.0,movie,169071.0,8847.0,0.01,0.05,0.18,0.3,0.26,0.16,0.03,4.363636363636363,0.9600000000000001,0.05232712883936334,2022,3,17,3,5
2022-03-16,270.0,cater,217856.0,11234.0,0.01,0.07,0.19,0.22,0.19,0.18,0.15,4.633663366336634,0.8599999999999999,0.05156617215041128,2022,3,16,2,5
2022-03-15,269.0,tease,202855.0,10024.0,0.01,0.16,0.32,0.3,0.16,0.06,0.01,3.6470588235294112,1.01,0.0494146064923221,2022,3,15,1,5
2022-03-14,268.0,smelt,185406.0,9373.0,0.0,0.05,0.19,0.33,0.28,0.13,0.02,4.3100000000000005,0.9800000000000001,0.05055391950638059,2022,3,14,0,5
2022-03-13,267.0,focus,179436.0,8937.0,0.01,0.04,0.23,0.36,0.24,0.1,0.01,4.1313131313131315,0.98,0.0498060589848191,2022,3,13,6,5
2022-03-12,266.0,today,192049.0,9353.0,0.01,0.07,0.29,0.35,0.2,0.07,0.01,3.9099999999999997,0.99,0.04870111273685362,2022,3,12,5,5
2022-03-11,265.0,watch,226349.0,12400.0,0.01,0.06,0.14,0.18,0.17,0.24,0.2,4.96,0.8,0.054782658637767344,2022,3,11,4,5
2022-03-10,264.0,lapse,208884.0,9960.0,0.0,0.08,0.31,0.34,0.19,0.07,0.01,3.89,0.99,0.04768196702476015,2022,3,10,3,5
2022-03-09,263.0,month,201799.0,9435.0,0.01,0.05,0.26,0.37,0.22,0.08,0.01,4.020000000000001,0.9899999999999999,0.04675444377821496,2022,3,9,2,5
2022-03-08,262.0,sweet,207473.0,9767.0,0.01,0.05,0.18,0.31,0.28,0.15,0.02,4.329999999999999,0.9800000000000001,0.0470760050705393,2022,3,8,1,5
2022-03-07,261.0,hoard,218595.0,9823.0,0.01,0.09,0.3,0.34,0.19,0.07,0.01,3.8514851485148514,1.0,0.04493698392003477,2022,3,7,0,5
2022-03-06,260.0,cloth,218595.0,9911.0,0.01,0.08,0.33,0.34,0.17,0.07,0.01,3.8217821782178216,1.0,0.04533955488460395,2022,3,6,6,5
2022-03-05,259.0,brine,229895.0,10405.0,0.01,0.09,0.25,0.29,0.22,0.12,0.03,4.08910891089109,0.9799999999999999,0.04525979251397377,2022,3,5,5,5
2022-03-04,258.0,ahead,203730.0,9396.0,0.01,0.05,0.2,0.35,0.26,0.12,0.02,4.227722772277227,0.99,0.0461198645265793,2022,3,4,4,5
2022-03-03,257.0,mourn,240018.0,10465.0,0.01,0.08,0.29,0.34,0.19,0.08,0.01,3.9,0.9899999999999999,0.04360089659942171,2022,3,3,3,5
2022-03-02,256.0,nasty,257304.0,10813.0,0.01,0.07,0.26,0.31,0.21,0.11,0.02,4.0606060606060606,0.97,0.042024220377452355,2022,3,2,2,5
2022-03-01,255.0,rupee,240137.0,10577.0,0.01,0.02,0.17,0.35,0.3,0.13,0.02,4.38,0.9800000000000001,0.044045690584957754,2022,3,1,1,5
2022-02-28,254.0,choke,251094.0,10521.0,0.01,0.08,0.3,0.36,0.18,0.06,0.01,3.8399999999999994,0.99,0.04190064278716337,2022,2,28,0,5
2022-02-27,253.0,chant,250413.0,10438.0,0.01,0.09,0.33,0.33,0.16,0.07,0.01,3.7899999999999996,0.99,0.04168313945362261,2022,2,27,6,5
2022-02-26,252.0,spill,248363.0,10087.0,0.01,0.05,0.26,0.34,0.22,0.1,0.02,4.09,0.98,0.040613940079641496,2022,2,26,5,5
2022-02-25,251.0,vivid,255907.0,11687.0,0.01,0.02,0.1,0.29,0.33,0.21,0.04,4.7,0.96,0.04566893441758139,2022,2,25,4,5
2022-02-24,250.0,bloke,250674.0,10405.0,0.01,0.06,0.21,0.32,0.25,0.12,0.02,4.191919191919191,0.97,0.04150809417809585,2022,2,24,3,5
2022-02-23,249.0,trove,277576.0,11411.0,0.01,0.05,0.16,0.24,0.25,0.22,0.08,4.633663366336633,0.9299999999999999,0.0411094619131337,2022,2,23,2,5
2022-02-22,248.0,thorn,306356.0,11814.0,0.01,0.14,0.38,0.3,0.12,0.04,0.0,3.5050505050505043,0.9900000000000001,0.03856297901787463,2022,2,22,1,5
2022-02-21,247.0,other,278731.0,10887.0,0.01,0.09,0.26,0.3,0.21,0.1,0.02,4.000000000000001,0.9699999999999999,0.03905916457085864,2022,2,21,0,5
2022-02-20,246.0,tacit,273306.0,11094.0,0.01,0.04,0.21,0.32,0.26,0.14,0.03,4.306930693069306,0.9800000000000001,0.040591864064455224,2022,2,20,6,5
2022-02-19,245.0,swill,282327.0,11241.0,0.01,0.01,0.08,0.19,0.31,0.3,0.1,5.079999999999999,0.9000000000000001,0.03981553305209916,2022,2,19,5,5
2022-02-18,244.0,dodge,265238.0,10220.0,0.01,0.03,0.15,0.29,0.27,0.19,0.07,4.6138613861386135,0.94,0.03853143214773147,2022,2,18,4,5
2022-02-17,243.0,shake,342003.0,12767.0,0.01,0.06,0.16,0.23,0.24,0.21,0.09,4.620000000000001,0.9099999999999999,0.03733008189986638,2022,2,17,3,5
2022-02-16,242.0,caulk,289721.0,10740.0,0.01,0.04,0.2,0.31,0.26,0.15,0.03,4.340000000000001,0.9700000000000001,0.03707014679640067,2022,2,16,2,5
2022-02-15,241.0,aroma,287836.0,10343.0,0.01,0.06,0.25,0.33,0.22,0.11,0.02,4.1000000000000005,0.98,0.03593365666560124,2022,2,15,1,5
2022-02-14,240.0,cynic,261521.0,10343.0,0.01,0.06,0.25,0.33,0.22,0.11,0.02,4.1000000000000005,0.98,0.03954940521028904,2022,2,14,0,5
